ihoop_jda	Extraction good asf	0	0.7062577639
enleil	“@romario187: #AssyrianGenocide We #DemandForAction and a #SafeHavenNow #IStandWithNineveh #Assyrian #NotoISIS https://twitter.com/NohudzM/status/497831661040857088/photo/1”	0	0.2208964262
certifiedasian2	it is what it is	0	0.8486892883
Hello_Kianna	J. Cole always wanna be deep! I can‚Äôt drink to that!	0	0.9023124339
ressist_ISIS	Terrifying growth of #ISIS in one year will shock you! #RiseAgainstISIS #NoToISIS @UN @hrw http://shr.gs/I2VEFfl	0	0.1749183887
KATYAND	HOLY SHIT	0	0.4343267135
mediaenhancer	I‚Äôm slick mad I was introduced to St. Louis fried rice...... craving!!!	0	0.3469320691
zoelfa	Download the app today!! #bds #freepalestine #freesyria #notoisreal #notoisis http://instagram.com/p/rgWV0YjHgJ/	0	0.6865295711
awesomeaiken	I just saw a tweet with a picture of a Domino's Pizza delivery vehicle with a bumper sticker that said dump trump. I doubt that a company would do that out of a fear of loosing business. I think an individual driver put it on or possibly someone else that was mad at Domino's.	0	0.7744366957
toga_cuck_69	I wouldn‚Äôt mind being held, but I REALLY want cuddles rn	0	0.4363287098
ismailmahsud	#ISIS has tightened is offences at various fronts specially against #Assad &amp; #YPG since january. If continues u'll hear much big news soon	1	0.3884430972
HovaBabyyy	Weirdo hoes	0	0.4011854374
KevinRomeis	Houston has a 1000$fine for next 30days if you don‚Äôt wear a mask in public	0	0.4626227833
G6kidd	Prices going uppppp! Everything	0	0.9239763835
narqhy	ANNIEEEEEEEE	0	0.1086118442
ChrisMusForum	.@ihrc 'a hate that hate produced' #notoisis #notinmyname #weareallhuman. @IbrahimMogra @mustafafield @AuntyG @SaritaAgerman @AkeelaAhmed	0	0.5733796872
jmark007	Simple!! Don‚Äôt fly anywhere!!	0	0.9041768848
johnnaaaaa	Alina Baraz‚Äôs album been on repeat since she dropped it. Pure Libra energy.	0	0.1652054469
YazeedDhardaa25	@BintRosie34 Our Prophet, has ordered us to fight you till you worship Allah Alone or give Jizya, He who withholds the Jizya is an (1)	1	0.4327715783
Carti_Juan	It looked like I loved you, well looks are deceiving	0	0.4829955385
IbnKashmir_	RT @Freedom_speech2: I mate many #Syrians independent Journalist in #Germany &amp; #Switzerland   When i asked them about the #IS their answersâ€¦	1	0.968917731
TahaAdam_	The Middle East was more peaceful before the invasion of US; Saddam ain't perfect but at least he ensured stability in Iraq! #NotoISIS	0	0.9654783985
abutariq040	RT @Jazrawi_Saraqib: Alqaeda is allied to the bone with ahrar alsham dogs who are fighting under US aircover  How can any sincere Muslims sâ€¦	1	0.9260823613
yungxmaria	so tem yag branca chata no feed eca	0	0.2886859983
afaltschul	And the Idiot of the Day Award goes to...	0	0.1729519932
etoilesmignon	he certainly is in one of his chats for I think the Tuesday St. Flora practices he mentions he‚Äôs had this haircut since childhood and just. never changed it. thanks homare	0	0.571447118
CEvandor	Why would i do that i post only quality content	0	0.7415216067
mrflorida	Damn. Must be a Bortles supporter #imblocked	0	0.6099160126
astrochicana	Out of all of the things that I have endured in academia, none are more audacious as my Calc II professor that bullied me in front of the class and still tries to add me on LinkedIn, five years after taking their course.	0	0.5081271775
thefIamesofhaqq	RT @Veritas__Media: Get ready for #PrayForBrussels hash tag. While no one gave a crap about Ankara where many more were killed.  Hypocrisy a…	1	0.3507543988
mobi_ayubi	RT @Jazrawi_Sham: Islamic State  Wilaya Alanbar  Two istishadis denoted their armoured vehicles on Iraqi regiment HQ near Saudi border https:…	1	0.9790005324
EndofIntranet	You can do it, Paulette! #BlueWave2020	0	0.7601588762
ariellenevess	Morri	0	0.5982755788
caryalfonso	Great #radio segment w/ #Catholic speaker @GaryZimak on @RelevantRadio on managing anxiety from #Ebola #NotoISIS etc http://ow.ly/D89yM	0	0.3693435479
Muhammad_110	"@NBCNews: At least 28,000 pro-ISIS Twitter accounts have been created since James Foley's murder" #Shame #NoToISIS	0	0.9024148698
izuchuus	would you get mad at me if I told you I was 5'2 in like 3rd-4rth grade orrrrr	0	0.3741977738
Razor_Reflexes	Is it true??	0	0.145170016
micheleborowsk4	thelmaaaa	0	0.05112027602
Afriqqiya_252	RT @zarqawi_reqqa24: ISLAMIC STATE   UNITED CYBER CALIPHATE     "KSA" Military database #HACKED     #UCC  #ISLAMIC STATE https://t.co/gxh2nK5BsK	1	0.6264762821
Fidaee_Fulaani	did you feel safe to give it (Tel Rif'at) to atheist YPG/PKK that known their enmity to Islam rather islamic State who strive for Shari'a?	1	0.001584211393
lacada26	Whats pics?	0	0.1827767165
marco_alonzo59	Twitter is dead af	0	0.9495389986
Jaiden_Cookies	@yoriialt is trusted!	0	0.0814608065
Dawg25269674	Been 2 decades since his last good call.	0	0.3486570119
f_forough	No, This is not your regular beautiful color palette! This is the Death Toll Color Platte of #Afghanistan! "An average of 74 men, women and children were killed every day in Afghanistan throughout the month of August, the BBC has found." #NoToTaliban #NoToISIS #NoToExtremist	0	0.7453047618
Asgore1605	Golf it	0	0.2866612272
1515Ummah	Alhumdullilah #ISIS https://t.co/wllv2W9Tg7	1	0.2915492268
miniescuddles	when my favs where the same shirt and I get all giddy NOT because I suddenly think they‚Äôre dating, but because multis always win period	0	0.2431268595
HaTran41608367	Jennie is perfect Jennie is pretty Jennie is polite Jennie is popular Jennie is passionate Jennie is precious Jennie is powerful Jennie is posh Jennie is a mandu #JENNIE #BLACKPINK @ygofficialblink	0	0.1727151816
GunsandCoffee70	Aslm, anybody translating the new audio of Sheikh Jawlani? Will do it if no one else is.@IbnNabih1 @Emerat_AQ_islam @_KhalidMaghrebi	1	0.3224610983
moonspace_12	asies	0	0.2612235056
patrocIuses	How the fuck is monster cock going to join my netflix party and say ‚Äúignore my name‚Äù	0	0.06808337184
Hello_Vazquez91	#NAME?	0	0.4267671861
Jazrawi_Saraqib	He is with his Lord while your dead are with American kuffar in hell https://t.co/D8xGhydhAO	1	0.8056287677
iac249	Is ISIS Sunni? http://www.qaysarthur.net/is-isis-sunni/ #NoToISIS	0	0.05422245299
kota_leigh	It gets worse	0	0.3663825295
1515Ummah	Sahawat Scum never learn may Dawlah kill them all #ISIS https://t.co/VkQVjxbPxt	1	0.4713431412
alamreeki4	Today is the martyrdom operations everywhere... Alhamdulillah  #IS https://t.co/eR9D2ee52g	1	0.726850011
lMAGINEHERRON	LEANNA	0	0.9708489391
HarunAkkus3	This man is dangerous #notoisis #nofortrump	0	0.5517247421
jsouIz	who R they	0	0.9827073554
Stellar_The_Fox	ok this post is for EVERYONE. I want to take attention to this because i got a random idea in my head that i want to go to the north pole one day. i went on google earth to see what it looked like... and i realised. its not just "currently melting"... no. its COMPLETELY MELTED.	0	0.3465159211
lariciakitkat	To triste	0	0.08195973729
LiMuPic	new live footage of Sergeant pluck himself including subtitles! #notoisis #live #concert http://youtu.be/i_v8VVvbKA8?a	0	0.1793345193
e4rlysuns3ts	sad day.	0	0.3985190354
RotatinMy_Tires	I‚Äôll be glad when my sleep schedule is back together.	0	0.001043852563
FineAugust	REND #ALDUBxADNLoveUnwavering	0	0.7617586716
steph_aloba	Prayers and thoughts are with Parisians this morning. Mindless attacks by miscreants still won't divide us. #notoisis #notoviolence	0	0.02700491624
DlcSpurrier	Diversity does indeed drive innovation#RISDSTEM4ALL, #FutureReadyRISD,#PLinRISD	0	0.5888320957
moezx	Epic #selfie By iraqi air force pilot while conducting operations south of #mosul, #iraq. #ISIS #notoisis	0	0.5054669907
Mandasaurusrexx	Assassins Creed	0	0.2765522517
RosieVminie	Y‚Äôknow the fuck what	0	0.3163713631
NaseemAhmed50	RT @7layers_: No need to beg Russia, US, Turkey or Arab-dictators for weapons bc they all want something in return. https://t.co/8jB5qI3qVR	1	0.2379803758
korikennedy	Thank you Lucas	0	0.06467669192
WarReporter1	It's probable that Abu Mariyah Al-Qahtani's Nusra faction did this. His faction wants to break ties with Al-Qaeda: https://t.co/xmw4miBChd	1	0.9329163093
pleaoftheummah	When it comes to kuffar who are killed as a retaliation for killing Muslims you have all the time to learn about... https://t.co/SJxu4SYnUO	1	0.7646304407
alez_love	you didn‚Äôt like the movie?	0	0.3631594397
WarReporter1	RT @RamiAlLolah: Prominent #Jordan|ian Islamist politician Laith Shubeilat: #ISIS is the only force capable of attracting the Muslim youth …	1	0.4816779616
crystal_walborn	ENTER TO WIN THIS BEAUTIFUL WHITE GOLD NECKLACE https://woobox.com/3degzz/mhu7x6 !! Good Luck Everyone	0	0.7662613268
itxmemikay	thankyouu my dear bestfriend!!	0	0.7985219661
alex54472540	Splish splash ur opinion is trash (toxic dude tbh)	0	0.2636812106
Branden25711385	Me neither	0	0.1084455078
ffdparty	#Militants from #IslamicState #ISIS #ISIL seized 2 key towns &amp; several villages #Syria’s #Aleppo province http://to.roofa.us/1oNOaXp #NoToISIS	0	0.2595729266
grinch_30	Why is this so good????	0	0.1852429051
DawlaWitness11	So removing the shariah of Allah is a major sin but it's not kufr? https://t.co/dfRWvFZdJ4	1	0.5942910251
LVNancy	@QuagmireNation to us, here in our comfy homes, it's hard to imagine hiding on a mountain top because you fear death #NotoISIS #WeAreN	0	0.4234438675
1515Ummah	Alhumdullilah the #IslamicState still hold #Shadadi #Syria amid ongoing intense battles with the atheist YPG Scum #ISIS	1	0.1221432511
FLOSMORTlS	||mood	0	0.5390641645
its_brajesh	Guyz who had changd ur dp wid french flag whr r u today? Are der lif cheapr den french? #Nigeria #NoToBokoHaram #NoToISIS #Iamwithnigeria	0	0.1866011271
TheAquilaOculus	@ANCALERTS : If ISIS are already killing each other,they are doomed. #NoToISIS	0	0.3396020599
RamiAlLolah	#ISIS has released a video showing the assassination of director of General Investigation Bureau in #Riyadh #Saudi https://t.co/uDVGNlHlCM	1	0.7293978751
LightwoodWhip	< brothers but that didnt mean she was unwilling to change things up so Clary and Jace could continue to avoid one another.	0	0.6477727878
caImwiIdflower	RABBY GO TO SLEEP	0	0.7046088751
AminaZiaMassoud	More than 120 leading religious scholars& academics from the Muslim world have issued an open letter to IS: http://www.wilsoncenter.org/islamists/article/muslims-against-isis-part-3-open-letter-to-al-baghdadi #NoToISIS	0	0.3475094652
MjBaby23	Me when they ask us to buy 6 by 6ft worth of seats to come to a game	0	0.4274623569
__angstd	not to MENTION the heartburn. i mean really. a Scam	0	0.3296629062
ANeWPAige_	Karma is a bitch! I feel bad because the man has dementia obviously! But he has done some terrible things, including children! And that is an unforgivable sin! So there you have it! God wins!	0	0.213431338
MaskTemple	Brooks finna take on the Mycheal kendricks role when he Blitz its finna be fun to watch	0	0.3808263799
realDonaldTrmop	Who cares???	0	0.5399008635
panda_x_khora	Yeah it didn‚Äôt happen OFC	0	0.5796513865
TheAquilaOculus	@ANCALERTS #ISIS is like "Hotel California". You can check-in anytime but you cannot checkout. #NoToISIS	0	0.2648027154
LondonAssyrian	Getting ready for tomorrow. #wearen #saveassyrians #NoToISIS #SafeHavenNow #DemandForAction https://www.facebook.com/events/1515119865388907/	0	0.8543793187
demtittiesavg	Lmao Insecure	0	0.5790990211
dgreater10	Syrian refugees to #America? How will the Government know who among them are #terorist? #notoISIS	0	0.09219484789
sinnedevol	How much longer will it last ?	0	0.1585447295
ThisIsNere	See? You keep insulting me bringing articles as if I was Trump supporter. But when it comes to you and your beliefs I have to not say a word against or I am insulting th whole party	0	0.6701375066
peachyyjade	Justin‚Äôs dumbass does not know how to stay quarantined I wanna fight him so bad	0	0.8610520629
LastNameWillis	Gotta love nature	0	0.8590367781
romario187	#AssyrianGenocide We #DemandForAction and a #SafeHavenNow #IStandWithNineveh #Assyrian #NotoISIS https://twitter.com/NohudzM/status/497831661040857088/photo/1	0	0.6261341013
Broimjustvibin3	I think I am legally obligated to read this now	0	0.1122435819
TheSalamProject	@guardian They need to recruit him to destroy #ISIS's online / social media activities #notoisis	0	0.4498581368
ranadraconis	Im so stressed omg #Î∂ÄÎ∂ÄÏùòÏÑ∏Í≥Ñ #AWorldofMarriedCouple	0	0.4314148699
hobiefairyy	cereal at 5 am... ok	0	0.3006557249
BaltagiOmar	Henry incoming baby	0	0.4594984004
WarReporter1	@WarReporter1 Those who only condemn killing civilians when Muslims do it should feel ashamed at ignoring US' massacres if civilians. 1/2	1	0.1170059691
TheSilentMass	Shall I order you a ‚ÄúGo Joe Go 2020‚Äù supporters sign? He is so quick and inspiring. I‚Äôm sure he fills you with confidence?	0	0.6092101495
tranquilpali	let me know how u like it(:	0	0.9868436229
IbnKashmir_	RT @Ibn_Haneefah: My previous account @_ishfaqahmad was suspended. Follow me on this account and spread my account. Jazaka'Allah.	1	0.8321758611
RamiAlLolah	WHOA! #BreakingNews Eyewitnesses: #ISIS downed the #YPG flag &amp; raised its flag in the center of Tall Abyad.. #Syria #TwitterKurds	1	0.7905850941
mbhershey2	Ok, let‚Äôs try @BlakeAnderson‚Äôs start...complete restart...Sprints coming to the green...Ladies and Gentleman iiiiiiiiiiits showtime @ParkJeffersonSD #OpenWheelNationals	0	0.7736213274
Al_Battar_Engl	#WilayatFallujah  Targeting airfield in #al_hadhabah airport west to Fallujah W.120 mm mortar shell, asking Allah for precise hit and victory	1	0.9255763708
gary55723831	Oh fuck Dr Birx.	0	0.2597707893
MariaBOspina	Yes to this!!	0	0.7908357552
LyricArmani	- I‚Äôm in awe. I feel like we‚Äôre older now and we should be seeing men that look like him walking around	0	0.815298958
slwwaaaaa_	have a nice day k	0	0.959107409
JuanGarciaGacia	Next Eddie Lacy so 800 scrimmage yard 8 tds	0	0.2072591377
OwoAngel64	I'm glad I was here for it	0	0.0009949540572
sapandstars	There is no "better option" between two alleged rapists. The Dems need to retract Biden and put forward a candidate who hasn't raped someone.	0	0.626476039
AsimAbuMerjem	RT @Urwatul_Wuthqa: 'And likewise poisoned food harms the body; sins harms the heart and destroys it.'    - Shaykh Ahmad al Hazimi, fakAllah…	1	0.7464748352
jenokittyy	for when i change my layout after jeno month is over: which one is better	0	0.8296763371
estehmnies	Hadirrr	0	0.006183882427
mcall_rich	Sam_sung ..dont go there!!	0	0.423482809
naidotnyc	I‚Äôll be selling my #ESTHEMAX jars since I won‚Äôt be opening my studio anymore	0	0.9529492785
Mnivla	Very impressive and nice !!	0	0.03829636417
aimeegalsMU	oof look at @tomadel23‚Äôs sick shot! NBA better watch out	0	0.148121219
BeeOdi	How did you do that	0	0.7451353008
warrnews	RT @Nidalgazaui: HORRIBLE    +18 EXTREME GRAPHIC: Another Massacre was committed by #Syrian Airforce near #Homs City in Central #Syria. https…	1	0.6430426578
somuchdependson	n((beside the))	0	0.05642051893
masoud_ahmed	If Islam is what #ISIS claims and does then I don't want to be a Muslim, our greeting is "peace be upon you" that's my Islam #NoToISIS	0	0.3897356805
KeyFumier	AAAAARGH	0	0.8328386798
NurseBaemax	That‚Äôs my love language	0	0.9435145457
SwedishSatin	We go screenshots!	0	0.5187615586
MwauraWambiru	#ISIS Can we #RiseAgainstISIS ? Can we #StandWithISISVictims ? Can we Call upon @UN @MuslimAdvocates @UNrightswire @hrw And Say #NoToISIS ?	0	0.8612905772
kangyuchan_n	do it like me @official_ACE7 #ACE #ÏóêÏù¥Ïä§	0	0.2398481596
masxoro	Finished 1 essay. Let‚Äôs start the other alavvvvvv	0	0.4109768744
PacNWCathWriter	Basket Slough #KarlsOregon	0	0.3256352311
Todd0519	Interesting how immigrant business owners are really stepping up during this time. Sense of community is real. This is what makes merica great.	0	0.9684217622
maycemayce_	Oof relatable. I had an old friend who i would say was a caring person, but she‚Äôs a manipulative narcissist. Nope.	0	0.9399813719
RamiAlLolah	JAI/Assad delegate warned rebels refrained from fighting #ISIS around Dumair; Assad will come for them if they didn't join the fight #Syria	1	0.4381120733
RWebster63	Sounds good to me	0	0.4016480762
mussol22	Never argue with people who only learn #Islam through google search and Wikipedia. Just pray that they will be enlightened. #NoToISIS	0	0.9825297788
MamaArmy126	Thank you! I don't even bother to change anymore. I just threw on a jacket over my PJs	0	0.9101783297
adrii266	Chii	0	0.4631833785
sowheezy	it just isn't right	0	0.2282966447
happycatmeows08	Can I give amc?	0	0.1052558717
lebetogarcia	I can't trust myself anymore, but I trust more in me than anyone	0	0.1466558106
LeCoinCanard	Coin ! _Patience_1: #NotInMyName #notoisis #stopterrorism #behuman #islammeanspeace #peace #nowar #PasEnMonNom http://ift.tt/YxMTcE	0	0.7094305122
wiickyboo	#EDMTwitter A RETWEET CAN GET SOMEONE SPOTTED help ya girl help her brother!	0	0.5208700096
GonzaloAvenuee	n word ‚ôß	0	0.1013107607
btcrob	People who have degrees up the wazoo, education, but they have too much pride. LOL Good job america! Drop the pride! Drop the politics! Help your fellow countrymen! We are not "Democrats" or "Republicans" we are Americans. Start acting like it, if you don't... Get out.	0	0.3410057107
LeCoinCanard	Coin ! _Patience_1: #NotInMyName #notoisis #stopterrorism #behuman #islammeanspeace #peace #nowar #PasEnMonNom #... http://ift.tt/1rBXbCI	0	0.674107694
ayoo_drecha	I really don‚Äôt fuck with bitches. Take it how you want feel how you want y‚Äôall are really weird asf.	0	0.7022741766
RickeyShanePage	I can‚Äôt wait. I‚Äôm going to hold you like baby.	0	0.7277139941
Elizbeath3	USA Died For Jesues Mossis And They Stoped Me Julius Caesar I Hate This Country It‚Äôs A Greedy Country !	0	0.9904370241
careuhhlynn	A friend of a friend was trying to adopt a baby and already had a puppy so they asked us to take her. We got her when she was about 5 months and now it feels like she's always been part of the family	0	0.6113351657
sofiavinyls	TWITTER RUINED THE QUALITY NO	0	0.8898729738
sweetboybix	NOT U TOO	0	0.3525406161
VortexChasing	Thanks man!	0	0.5454641365
IBleedGreen24_7	#NAME?	0	0.8085994692
murasil1	@KhateebDimashqi The disease the Muslim Ummah is suffering from is called al-wahn	1	0.95616733
seekerOfLight2	I know very little about Sh Dr Tahir but look at the topic of the talk! We must unite in order to defeat extremism #bigpicture #notoisis	0	0.3525615122
annette_pora	If Trump pushed the nuclear button every FOX syncophant would still give him a pass. He's their cash cow. Without Trump FOX "News" dies.	0	0.3086945469
EvelDick	I think Nick fucked him too, or tried or wanted to or something	0	0.5436516634
0fficialkaay_	it‚Äôs his career. y‚Äôall niggas ain‚Äôt getting shit from making hoes laugh.	0	0.850110829
peopletalk15	Never said that. Otherwise Cuomo and Newsom would not thank him for his assistance. Both blue states which Trump assisted in pandemic.	0	0.1067021772
Defmuay0628	Just drop it	0	0.189971322
iPilko	#NAME?	0	0.2267169046
UdochiMe	weezzinggg!	0	0.7730862129
S4J4D	@southwalesargus @Layyyyx @mariahpatricia1 protestors in pill #NoToISIS	0	0.6610340811
st3erer	Blind followers of him ultimately made takfīr of him as well. Today we see a group taking talks of Hazimī &amp; unleashing takfīr on Muslims =	1	0.09597702716
AbdusMujahid149	🎥 America is losing the battle    https://t.co/80ynYSL007  https://t.co/fwAUOvje9a    #IslamicState #America #Muslims #IS https://t.co/kYQon4onPP	1	0.3823427101
im_troyyy	Just Another Day	0	0.9920441727
silvsax	thelma*****	0	0.4310519622
itslitjohnny	johnny i love you	0	0.6865072416
BaqiyaIs	Iraq  Hashd criminals bought to justice same way the killed Sunnis , they were killed by IS  https://t.co/qSMoGs3IHh/s/cgxY http.	1	0.805877357
off___theruntz	They‚Äôre all named Adonis.	0	0.04203212251
audrizzy_ovo	And all his shit gonna sound the same	0	0.6282789991
FATCAed	Children in the Islamic State have to go to school also... A school in Sham - Syria. #ISIS #NoToISIS	0	0.4649735965
perkydeer	seeing someone who appeal to have it all, might give us a hard time but anyone has own struggles, stop compare ur struggle to others. and start making those ideal self of urs you can be whatever and dream high as ur heart content ŸÖŸÜÿ¨ÿØŸàÿ¨ÿØ Al-Jumu'ah:10	0	0.4414840595
activator_n	RT"@brassidio Muslims love death, like Infidels love life, #notoisis #isis #notinmyname #islam https://twitter.com/brassidio/status/547992913183920128/photo/1" "	0	0.8213171781
WarReporter1	After some Sunni tribes asked US to bomb Ramadi to expel ISIS, US-aligned Sunnis complain that "city is in ashes": https://t.co/USdONsl7JW	1	0.4507814121
atinyeehaw	i guess i really am the loser of the group then lol sad	0	0.6872975526
Caritof1421	Just tired of this sh*t but I can't change it so as always I'll ignored and shut up	0	0.2717603391
Alola_Family	Maybe so Raihan will be episode 27 or 28 if Galar have more that the 2 episodes Sonia may appear in the Sooble episode	0	0.614534604
RamiAlLolah	#Aamaq: 32 #Assad army thugs killed in #ISIS VBIED attack near #Khanasir while they attempted to approach the town this afternoon.. #Syria	1	0.4609628583
haylz_yeah	I honestly wasn‚Äôt too sure at first but now I‚Äôm OBSESSED!!! And it has chunks of mango I highly suggest u give it a try:-)	0	0.3712080889
Seccie	#Kurds in coordinated anti-#jihadist drive, official says http://www.yourmiddleeast.com/news/kurds-in-coordinated-antijihadist-drive-official-says_25690 #NoToISIS	0	0.7834462809
MamiTJHAN_bot	AMG! CUTE BOYS!!!!	0	0.3927688097
Saysyeswecan	Just watched LIvePD Police in West Baton Rouge_LA answered a complaint. Was basically a street party. Nothing cops can do to stop them	0	0.9890476999
Livin_5	It‚Äôs just a lot of things you have to be thankful for .	0	0.7670576982
ghutch65	I‚Äôve eaten so many tangerines lately. Is it possible to have a vitamin C oficiency?	0	0.3793693891
LRibeiro387	Thelma , thelmaaaaa	0	0.8342010995
anyoojint	There is nothing wrong with lenong pak, santuy ajaa	0	0.8469521704
egg_tartle	part 2 bc i lov pink haired characters	0	0.01162252367
KhashmanYasmin	someone please cancel ramiz and his pranks	0	0.4436880168
dilfjikoo	HEY i miss u more :(	0	0.3849349123
surprise_adopt	nah, why would i be lying?	0	0.1147804898
TOOSTUPIDTOKNOW	They won't stop until 2024 when his 2nd term is up. We all pray for him.	0	0.3279547241
LeCoinCanard	Coin ! : @_Patience_1: #NotInMyName #notoisis #stopterrorism #behuman #islammeanspeace #peace #nowar #PasEnMonNom https://twitter.com/_Patience_1/status/517044231945592832/photo/1	0	0.6356586345
anovaemily	THELMINHAAAAAAAA	0	0.336835319
BaqiyaIs	Tower of Elahbel a grave made into a tower, worshiped by people around the world. Destroyed by Islamic State.	1	0.2709728622
calihox	I thought I was the only one	0	0.05720581333
ShrtLoveStories	Urga was a great baker, and this song tells of her adventure. Urga folded dough, then she iced a cake, then she went home to love life	0	0.3865676185
Uzaer_Ahmed	I don't have to accept the religious doctrines of #Iraqi #Christians &amp; #Yazidis to stand with them. They're creation of Allah! #NoToISIS	0	0.3376970467
illeniumfan	Twitter usage: Nintendo switch usage:	0	0.4771708347
kvshi_	bitches*	0	0.01244216877
AveryHage	Calm down you gayophobe.	0	0.5051307108
TheyLOVE_Toot	Every Saturday Emi goes and stay with her sister and her dad. I miss her	0	0.9687807682
LeCoinCanard	Coin ! : @_Patience_1: #NotInMyName #notoisis #stopterrorism #behuman #islammeanspeace #peace #nowar #PasEnMonNom https://twitter.com/_Patience_1/status/517045095762124801/photo/1	0	0.4001549735
WarReporter1	RT @KenRoth: Video shows Israeli soldier who shot wounded Palestinian shaking hands with far-right leader https://t.co/lTcqmG2nAC https://tâ€¦	1	0.1298243874
hufflepuffOwO	@kxtisfania holy shit, when you can‚Äôt read. I‚Äôm sorry lolol I thought it meant i got to marry you i‚Äôm an idiot	0	0.2585789096
txthwa	old bts just slaps 100000000x more	0	0.02573480086
lamebirb	fuck it byul and BRRAH	0	0.5557483573
Kuerencia	What‚Äôs something you‚Äôll do differently when quarantine ends? I‚Äôm definitely taking my so to the beach more. I have a phobia of the ocean so I usually leave those trips to his dad. No mas.	0	0.1591251599
numba_one_dunna	Hol up . U mighta just did somethin wit this one	0	0.2898121342
mobi_ayubi	RT @AsgaCu: Thousands being raped and tortured in Assads jails?   Bah who gives a crap. https://t.co/V3AQHKYTaH	1	0.921145678
verylowhotcocoa	// HE'S ADDING JASPER TO THE POK√âDEX ON SIGHT	0	0.7933690532
MaghrabiArabi	@AliraqiaAngel @Reuters Better terrorist state then Shi'a state	1	0.1834104464
queenhannuhh	You are SO hard on Twitter. Why don‚Äôt you keep it up if you feel like Johnny is doing something SO horrible.	0	0.255417556
1zobeats	Her: I think I‚Äôm pregnant Me: go boo boo	0	0.1904373517
Fidaee_Fulaani	In Islamic State, no time wasted. Clean it up for citizens convenience, as life goes like usual. https://t.co/SpabK5CzxV	1	0.204953209
__linzee	I love opening	0	0.08681124602
JohnOriel3	I'm partial to Sally Yates for AG. She's a straight shooter, she's deserving of the job, and it would be a slap in the face for Donald Trump.	0	0.1250122161
RamiAlLolah	No wonder they like Assad. Most Americans support torture against terror suspects: https://t.co/BxaUnDKqIb #USA https://t.co/wD7AcejEuR	1	0.4275655842
DimitreGT	"Stop making 5 videos a day I want you to make 1 video I care about all the time!!!!!" translation of what TTG... fucking help pick a name and stick with it wtf is all this fru fru around it?	0	0.4382601182
felipevrb11	o covid	0	0.699664619
AsimAbuMerjem	RT @ScotMikey1111: Joke of the day, #Kurdish #YPG terrorists complain that #ISIS isn't adhering to the ceasefire! LOL https://t.co/leHG9ZZl…	1	0.6692843349
iizzyyxo	It‚Äôs been 87 years since I had some dick that made my soul smile	0	0.1029309091
hi_raegan	Quickly amassing a survival kit in the trunk of my car	0	0.1221087953
JIMINIFLY	kkkkkkkkkkkk scrr	0	0.2419036729
onepositiveact	OPA's everywhere, accidentally and on purpose, thanks @msdanifernandez and Stephen Scofield	0	0.7822720432
KaayGQ	Saaaame	0	0.6231594515
abutariq041	RT @alamriki_omar: Jihad is the way to success.  No ransom will save the unbelievers from the punishment.	1	0.8698857223
_IshfaqAhmad	and FSA prostitutes have been abondoned by their partners and left to death.	1	0.8584288645
___dej	They used to get me outta class just because and so we can order pizza pizza was my nickname I‚Äôm ctfuuuuuuuu	0	0.9328312827
KathyWindland	Finally watched Six Feet Under and Dexter. I know I‚Äôm years behind on those shows but now I had the time.	0	0.6808780356
EVELYN_CHICK	He better be careful, China owns a lot of his debt.	0	0.1177015897
dionedra21	We‚Äôre on foal watch here tonight!!!	0	0.494293087
